//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 		198 128 0 			255 128 0 			7.5		0.3		0.9			110 40 103			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			255 124 93 67			255 86 50 10			25	150	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 		255 128 0 			255 128 0 			1.9		0.3		0.9			100 60 0			800.0		10.0		0.9			120 40 40			72 107 159			67 67 67 240			255 121 102 80			255 44 24 0			25	150	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 			255 128 0 			5 8 0 			0.9		0.3		0.3			160 100 0			800.0		10.0		0.9			70 27 10			15 11 34			67 67 62 240			255 124 124 124			255 44 24 0			25	80	0	1.00		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot			SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 		255 128 0 			5 0 0 			0.9		0.3		0.6			200 100 0			800.0		155.0		0.9			30 20 0			3 3 3			85 85 65 240			255 57 87 87			255 21 27 88			122	90	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 		255 128 0 			255 128 0 			-0.1		0.3		0.9			150 100 0			800.0		155.0		0.9			35 9 10			27 30 36			53 104 104 240			255 50 78 114			255 34 40 30			122	90	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 		255 128 0 			255 128 0 			8.3		0.3		0.8			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			255 86 86 86			255 149 94 0			122	120	0	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		255 128 0 			255 128 0 			1.1		0.1		0.1			236 50 75			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			255 106 106 106			255 96 61 15			122	180	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 	255 128 0 			255 128 0 			2.5		0.9		0.1			236 0 190			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			255 127 123 110			255 99 74 10			122	180	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 		255 55 0 			255 255 255 			4.3		0.3		0.3			222 40 75			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			255 124 124 107			255 86 50 10			122	180	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 	255 128 0 			255 128 0 			1.9		0.3		0.7			100 60 0			800.0		10.0		0.9			120 40 40			72 107 159			67 67 67 240			255 121 93 71			255 44 24 0			122	120	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 		255 128 0 			5 8 0 			0.9		0.3		0.6			160 100 0			800.0		10.0		0.9			70 27 10			15 11 34			67 67 62 240			255 117 124 83			255 66 27 0			122	90	0	1.00		
//
///////////////////////////////////////////CLOUDY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot			SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 		10 10 0 			10 0 0 			0.9		0.9		0.1			200 100 0			700.0		79.0		0.9			30 20 0			23 28 30			55 55 66 240			255 124 124 124			255 45 49 32			155	51	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 		10 10 0 			10 0 0 			0.9		0.9		0.1			200 100 0			700.0		-22.0		0.9			70 27 10			23 28 30			55 55 66 240			255 80 85 91			255 98 120 120			155	100	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 		0 0 0 			0 0 0 			3.4		0.8		0.1			200 100 0			700.0		90.0		0.8			100 34 25			23 28 30			77 77 88 240			255 63 80 80			255 122 122 90			155	180	0	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 			0 0 0 			0 0 0 			-0.1		0.7		0.1			80 50 0			700.0		-22.0		0.5			120 40 40			92 116 125			77 77 88 240			255 124 124 124			255 45 28 12			155	180	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 			10 10 0 			10 0 0 			2.8		0.5		0.1			80 0 120			700.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			255 80 80 80			255 122 122 122			155	180	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 			0 0 0 			0 0 0 			3.5		0.9		0.1			80 0 0			700.0		-22.0		0.8			120 100 100			92 116 123			123 128 134 240			255 44 44 44			255 122 122 122			155	180	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 		0 0 0 			0 0 0 			-0.1		0.9		0.1			80 50 0			700.0		-22.0		0.9			120 100 100			46 58 61			122 126 134 240			255 90 90 90			255 90 122 122			155	180	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 		10 10 0 			10 0 0 			0.9		0.9		0.3			200 100 0			700.0		111.0		0.9			70 27 10			23 28 30			10 70 60 240			255 64 64 100			255 69 70 87			155	20	0	1.00		
//
///////////////////////////////////////////SUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot			SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 	255 128 0 			5 0 0 			0.9		0.5		0.3			200 100 0			450.0		100.0		0.9			30 20 0			3 3 3			19 40 52 240			255 66 66 66			255 88 56 28			50	120	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 		255 128 0 			255 0 0 			-0.1		0.3		0.9			150 100 0			454.0		100.0		0.9			70 27 10			50 43 36			21 41 56 240			255 66 99 66			255 88 47 23			50	120	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 		255 128 0 			255 128 0 			3.0		0.1		0.8			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			255 124 124 124			255 45 47 23			50	120	70	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		255 128 0 			255 0 0 			3.3		0.9		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			255 55 62 64			255 66 66 80			50	120	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 	255 128 0 			255 128 0 			2.5		0.9		0.1			150 0 150			455.0		66.0		0.9			120 100 100			180 255 255			90 170 170 240			255 44 94 89			255 45 66 36			50	120	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 			255 0 0 			255 0 0 			3.3		0.9		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			255 33 99 99			255 66 66 44			50	120	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 				255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.9			120 40 40			0 0 0			67 67 67 240			255 124 66 44			255 66 55 23			50	120	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 		255 5 8 			5 8 0 			0.9		0.5		0.5			160 100 0			455.0		66.0		0.9			70 27 10			0 0 0			44 73 96 240			255 124 124 124			255 45 47 23			50	112	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot			SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 		255 128 0 			5 0 0 			0.9		0.5		0.3			200 100 0			450.0		100.0		0.9			30 20 0			3 3 3			19 40 52 240			255 66 66 66			255 88 56 28			0	120	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 		255 128 0 			255 0 0 			-0.1		0.3		0.9			150 100 0			454.0		100.0		0.9			70 27 10			50 43 36			21 41 56 240			255 66 99 66			255 88 47 23			0	120	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 			255 128 0 			255 128 0 			2.6		0.1		0.1			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			255 86 86 86			255 166 94 0			0	120	0	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 	255 128 0 			255 0 0 			1.6		0.9		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			255 86 86 86			255 166 94 0			0	120	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 	255 128 0 			255 128 0 			2.5		0.9		0.1			150 0 150			455.0		66.0		0.9			120 100 100			180 255 255			90 170 170 240			255 44 94 89			255 45 66 36			0	120	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 			255 0 0 			255 0 0 			3.3		0.9		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			255 33 99 99			255 66 66 44			0	120	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 				255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.9			120 40 40			0 0 0			67 67 67 240			255 124 66 44			255 66 55 23			0	120	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 		255 5 8 			5 8 0 			0.9		0.5		0.5			160 100 0			455.0		66.0		0.9			70 27 10			0 0 0			44 73 96 240			255 124 124 124			255 45 47 23			0	112	0	1.00		
//
///////////////////////////////////////////CLOUDY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 			10 10 0 			10 0 0 			0.9		0.9		0.9			200 100 0			1150.0		-22.0		0.9			30 20 0			23 28 30			55 55 66 240			255 64 64 12			255 88 66 66			155	0	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 			10 10 0 			10 0 0 			-0.1		0.9		0.9			200 100 0			1150.0		-22.0		0.9			70 27 10			23 28 30			55 55 66 240			255 77 67 52			255 85 72 66			155	0	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 			10 10 0 			10 0 0 			3.4		0.8		0.8			200 100 0			1150.0		-22.0		0.8			100 34 25			23 28 30			77 77 88 240			255 64 64 64			255 77 77 77			155	0	100	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 	10 10 0 			10 0 0 			-0.1		0.7		0.8			200 50 0			1150.0		-22.0		0.5			120 40 40			46 58 61			77 77 88 240			255 124 124 124			255 48 48 48			155	0	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 			10 10 0 			10 0 0 			2.8		0.5		0.7			80 0 120			1150.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			255 124 124 124			255 48 48 48			155	0	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 		10 10 0 			10 0 0 			3.5		0.9		0.9			80 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			123 128 134 240			255 124 124 124			255 48 48 48			155	0	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 			10 10 0 			10 0 0 			1.9		0.9		0.9			80 50 0			1150.0		-22.0		0.9			120 100 100			46 58 61			122 126 134 240			255 64 64 55			255 48 48 48			155	0	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 			10 10 0 			10 0 0 			0.9		0.9		0.9			200 100 0			1150.0		-22.0		0.9			70 27 10			23 28 30			77 77 88 240			255 64 64 12			255 48 48 48			155	0	0	1.00		
//
///////////////////////////////////////////RAINY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 			0 0 0 			0 0 0 			0.9		0.9		0.5			200 100 0			650.0		5.0		0.9			30 20 0			0 0 0			59 68 77 240			255 124 124 124			255 16 48 10			155	0	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 			0 0 0 			0 0 0 			-0.1		0.9		0.6			200 100 0			650.0		5.0		0.9			70 27 10			0 0 0			59 68 77 240			255 124 124 124			255 0 48 20			155	0	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 			0 0 0 			0 0 0 			3.4		0.8		0.3			200 100 0			650.0		5.0		0.8			100 34 25			0 0 0			62 72 77 240			255 124 124 124			255 0 48 20			155	0	100	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		0 0 0 			0 0 0 			2.5		0.7		0.3			80 80 0			650.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			255 124 124 124			255 0 48 20			155	0	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		0 0 0 			0 0 0 			0.9		0.5		0.1			80 50 120			650.0		5.0		0.7			120 100 100			0 0 0			141 141 140 240			255 124 124 124			255 30 38 30			155	0	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 		0 0 0 			0 0 0 			3.5		0.9		0.5			80 50 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			255 124 124 124			255 10 46 22			155	0	0	1.00		
// 8 PM
	25 15 10 			180 170 160 			255 255 255 			33 113 155 			163 122 88 			0 0 0 			0 0 0 			1.9		0.9		0.9			80 80 0			650.0		5.0		0.9			120 40 40			0 0 0			132 176 189 240			255 124 124 124			255 0 48 20			155	0	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			10 15 20 			20 30 40 			0 0 0 			0 0 0 			0.9		0.9		0.9			200 100 0			650.0		5.0		0.9			70 27 10			0 0 0			161 176 189 240			255 124 124 124			255 0 48 20			155	0	0	1.00		
//
///////////////////////////////////////////FOGGY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.9		0.9		0.7			60 50 0			150.0		-200.0		0.9			30 20 0			0 0 0			120 120 125 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
// 5 AM
	33 33 33 			210 141 141 			255 255 255 			0 45 45 			0 45 45 			10 10 0 			10 0 0 			-0.1		0.9		0.7			60 50 0			150.0		-200.0		0.9			70 27 10			0 0 0			120 120 125 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
// 6 AM
	33 33 33 			141 141 141 			255 255 255 			0 45 45 			0 45 45 			0 10 0 			10 0 0 			3.4		0.8		0.7			60 50 0			150.0		-200.0		0.8			100 34 25			0 0 0			128 128 125 240			255 124 124 124			255 30 30 32			0	120	100	1.00		
// 7 AM
	33 33 33 			141 141 141 			255 255 255 			40 50 50 			40 50 50 			10 10 0 			10 0 0 			2.5		0.7		0.7			60 50 0			150.0		-200.0		0.6			120 40 40			0 0 0			128 128 125 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
// Midday
	13 13 13 			141 141 141 			255 255 255 			146 155 155 			127 144 144 			10 10 0 			10 0 0 			0.9		0.5		0.3			60 50 60			250.0		-30.0		0.3			120 100 100			0 0 0			128 128 128 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
// 7 PM
	13 13 13 			141 141 141 			255 255 255 			100 100 105 			100 100 105 			10 10 0 			10 0 0 			3.5		0.9		0.3			60 50 0			150.0		-70.0		0.8			120 40 40			0 0 0			123 123 124 240			255 124 124 124			255 30 30 32			0	111	0	1.00		
// 8 PM
	13 13 13 			141 141 141 			255 255 255 			41 60 60 			35 53 50 			10 10 0 			10 0 0 			1.9		0.9		0.9			60 50 0			150.0		-80.0		0.9			120 40 40			0 0 0			122 121 124 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
// 10 PM
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.9		0.9		0.7			60 50 0			150.0		-100.0		0.9			70 27 10			0 0 0			123 124 120 240			255 124 124 124			255 30 30 32			0	120	0	1.00		
//
///////////////////////////////////////////SUNNY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15 			180 180 180 			255 255 255 			10 15 20 			20 30 40 			255 255 0 			5 0 0 			0.9		0.3		0.8			200 100 0			1000.0		100.0		0.9			30 20 0			3 3 3			38 38 55 240			255 64 64 64			255 88 27 0			122	0	0	1.00		
// 5 AM
	17 17 17 			180 180 180 			255 255 255 			0 20 20 			0 31 32 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			1000.0		100.0		0.9			70 27 10			50 43 36			53 62 68 240			255 64 64 152			255 79 27 0			122	0	0	1.00		
// 6 AM
	40 35 30 			180 170 150 			255 255 255 			57 151 201 			200 144 85 		255 128 0 			255 128 0 			8.3		0.3		0.1			140 100 0			1000.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			255 64 64 64			255 77 66 0			122	0	0	1.00		
// 7 AM
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		255 128 0 			255 0 0 			3.3		0.1		0.1			100 50 0			1000.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			255 64 64 64			255 64 64 22			122	0	0	1.00		
// Midday
	50 50 50 			180 180 180 			255 255 255 			50 120 220 			150 220 250 		255 128 0 			255 128 0 			2.5		0.1		0.3			150 0 150			1000.0		10.0		0.9			120 100 100			180 255 255			90 170 170 240			255 64 64 64			255 128 111 44			122	88	0	1.00		
// 7 PM
	40 35 30 			180 170 160 			255 255 255 			50 120 220 			150 220 250 		255 255 255 			255 255 255 			3.5		0.1		0.9			110 40 0			1000.0		10.0		0.8			120 40 40			200 123 96			153 95 87 240			255 64 64 64			255 122 27 0			122	0	0	1.00		
// 8 PM
